"REGION","TECHNOLOGY","MODE_OF_OPERATION","YEAR","Val"
"ATX","EV_PUB","2","2024",1E-6
"ATX","EV_PUB","2","2025",1E-6
"ATX","EV_PUB","2","2026",1E-6
"ATX","EV_PUB","2","2027",1E-6
"ATX","EV_PUB","2","2028",1E-6
"ATX","EV_PUB","2","2029",1E-6
"ATX","EV_PUB","2","2030",1E-6
"ATX","EV_PUB","2","2031",1E-6
"ATX","EV_PUB","2","2032",1E-6
"ATX","EV_PUB","2","2033",1E-6
"ATX","EV_PUB","2","2034",1E-6
"ATX","EV_PUB","2","2035",1E-6
"ATX","EV_PUB","2","2036",1E-6
"ATX","EV_PUB","2","2037",1E-6
"ATX","EV_PUB","2","2038",1E-6
"ATX","EV_PUB","2","2039",1E-6
"ATX","EV_PUB","2","2040",1E-6
"ATX","EV_PUB","2","2041",1E-6
"ATX","EV_PUB","2","2042",1E-6
"ATX","EV_PUB","2","2043",1E-6
"ATX","EV_PUB","2","2044",1E-6
"ATX","EV_PUB","2","2045",1E-6
"ATX","EV_PUB","2","2046",1E-6
"ATX","EV_PUB","2","2047",1E-6
"ATX","EV_PUB","2","2048",1E-6
"ATX","EV_PUB","2","2049",1E-6
"ATX","EV_PUB","2","2050",1E-6
"ATX","PHEV_PUB","1","2015",0.2336
"ATX","PHEV_PUB","1","2016",0.2336
"ATX","PHEV_PUB","1","2017",0.2336
"ATX","PHEV_PUB","1","2018",0.2336
"ATX","PHEV_PUB","1","2019",0.2336
"ATX","PHEV_PUB","1","2020",0.2336
"ATX","PHEV_PUB","1","2021",0.2336
"ATX","PHEV_PUB","1","2022",0.2336
"ATX","PHEV_PUB","1","2023",0.2336
"ATX","PHEV_PUB","1","2024",0.2336
"ATX","PHEV_PUB","1","2025",0.2336
"ATX","PHEV_PUB","1","2026",0.2336
"ATX","PHEV_PUB","1","2027",0.2336
"ATX","PHEV_PUB","1","2028",0.2336
"ATX","PHEV_PUB","1","2029",0.2336
"ATX","PHEV_PUB","1","2030",0.2336
"ATX","PHEV_PUB","1","2031",0.2336
"ATX","PHEV_PUB","1","2032",0.2336
"ATX","PHEV_PUB","1","2033",0.2336
"ATX","PHEV_PUB","1","2034",0.2336
"ATX","PHEV_PUB","1","2035",0.2336
"ATX","PHEV_PUB","1","2036",0.2336
"ATX","PHEV_PUB","1","2037",0.2336
"ATX","PHEV_PUB","1","2038",0.2336
"ATX","PHEV_PUB","1","2039",0.2336
"ATX","PHEV_PUB","1","2040",0.2336
"ATX","PHEV_PUB","1","2041",0.2336
"ATX","PHEV_PUB","1","2042",0.2336
"ATX","PHEV_PUB","1","2043",0.2336
"ATX","PHEV_PUB","1","2044",0.2336
"ATX","PHEV_PUB","1","2045",0.2336
"ATX","PHEV_PUB","1","2046",0.2336
"ATX","PHEV_PUB","1","2047",0.2336
"ATX","PHEV_PUB","1","2048",0.2336
"ATX","PHEV_PUB","1","2049",0.2336
"ATX","PHEV_PUB","1","2050",0.2336
"ATX","PHEV_PUB","2","2015",1E-6
"ATX","PHEV_PUB","2","2016",1E-6
"ATX","PHEV_PUB","2","2017",1E-6
"ATX","PHEV_PUB","2","2018",1E-6
"ATX","PHEV_PUB","2","2019",1E-6
"ATX","PHEV_PUB","2","2020",1E-6
"ATX","PHEV_PUB","2","2021",1E-6
"ATX","PHEV_PUB","2","2022",1E-6
"ATX","PHEV_PUB","2","2023",1E-6
"ATX","PHEV_PUB","2","2024",1E-6
"ATX","PHEV_PUB","2","2025",1E-6
"ATX","PHEV_PUB","2","2026",1E-6
"ATX","PHEV_PUB","2","2027",1E-6
"ATX","PHEV_PUB","2","2028",1E-6
"ATX","PHEV_PUB","2","2029",1E-6
"ATX","PHEV_PUB","2","2030",1E-6
"ATX","PHEV_PUB","2","2031",1E-6
"ATX","PHEV_PUB","2","2032",1E-6
"ATX","PHEV_PUB","2","2033",1E-6
"ATX","PHEV_PUB","2","2034",1E-6
"ATX","PHEV_PUB","2","2035",1E-6
"ATX","PHEV_PUB","2","2036",1E-6
"ATX","PHEV_PUB","2","2037",1E-6
"ATX","PHEV_PUB","2","2038",1E-6
"ATX","PHEV_PUB","2","2039",1E-6
"ATX","PHEV_PUB","2","2040",1E-6
"ATX","PHEV_PUB","2","2041",1E-6
"ATX","PHEV_PUB","2","2042",1E-6
"ATX","PHEV_PUB","2","2043",1E-6
"ATX","PHEV_PUB","2","2044",1E-6
"ATX","PHEV_PUB","2","2045",1E-6
"ATX","PHEV_PUB","2","2046",1E-6
"ATX","PHEV_PUB","2","2047",1E-6
"ATX","PHEV_PUB","2","2048",1E-6
"ATX","PHEV_PUB","2","2049",1E-6
"ATX","PHEV_PUB","2","2050",1E-6
"ATX","HYBRID_PUB","1","2015",0.3
"ATX","HYBRID_PUB","1","2016",0.3
"ATX","HYBRID_PUB","1","2017",0.3
"ATX","HYBRID_PUB","1","2018",0.3
"ATX","HYBRID_PUB","1","2019",0.3
"ATX","HYBRID_PUB","1","2020",0.3
"ATX","HYBRID_PUB","1","2021",0.3
"ATX","HYBRID_PUB","1","2022",0.3
"ATX","HYBRID_PUB","1","2023",0.3
"ATX","HYBRID_PUB","1","2024",0.3
"ATX","HYBRID_PUB","1","2025",0.3
"ATX","HYBRID_PUB","1","2026",0.3
"ATX","HYBRID_PUB","1","2027",0.3
"ATX","HYBRID_PUB","1","2028",0.3
"ATX","HYBRID_PUB","1","2029",0.3
"ATX","HYBRID_PUB","1","2030",0.3
"ATX","HYBRID_PUB","1","2031",0.3
"ATX","HYBRID_PUB","1","2032",0.3
"ATX","HYBRID_PUB","1","2033",0.3
"ATX","HYBRID_PUB","1","2034",0.3
"ATX","HYBRID_PUB","1","2035",0.3
"ATX","HYBRID_PUB","1","2036",0.3
"ATX","HYBRID_PUB","1","2037",0.3
"ATX","HYBRID_PUB","1","2038",0.3
"ATX","HYBRID_PUB","1","2039",0.3
"ATX","HYBRID_PUB","1","2040",0.3
"ATX","HYBRID_PUB","1","2041",0.3
"ATX","HYBRID_PUB","1","2042",0.3
"ATX","HYBRID_PUB","1","2043",0.3
"ATX","HYBRID_PUB","1","2044",0.3
"ATX","HYBRID_PUB","1","2045",0.3
"ATX","HYBRID_PUB","1","2046",0.3
"ATX","HYBRID_PUB","1","2047",0.3
"ATX","HYBRID_PUB","1","2048",0.3
"ATX","HYBRID_PUB","1","2049",0.3
"ATX","HYBRID_PUB","1","2050",0.3
"ATX","HYBRID_PUB","2","2015",1E-6
"ATX","HYBRID_PUB","2","2016",1E-6
"ATX","HYBRID_PUB","2","2017",1E-6
"ATX","HYBRID_PUB","2","2018",1E-6
"ATX","HYBRID_PUB","2","2019",1E-6
"ATX","HYBRID_PUB","2","2020",1E-6
"ATX","HYBRID_PUB","2","2021",1E-6
"ATX","HYBRID_PUB","2","2022",1E-6
"ATX","HYBRID_PUB","2","2023",1E-6
"ATX","HYBRID_PUB","2","2024",1E-6
"ATX","HYBRID_PUB","2","2025",1E-6
"ATX","HYBRID_PUB","2","2026",1E-6
"ATX","HYBRID_PUB","2","2027",1E-6
"ATX","HYBRID_PUB","2","2028",1E-6
"ATX","HYBRID_PUB","2","2029",1E-6
"ATX","HYBRID_PUB","2","2030",1E-6
"ATX","HYBRID_PUB","2","2031",1E-6
"ATX","HYBRID_PUB","2","2032",1E-6
"ATX","HYBRID_PUB","2","2033",1E-6
"ATX","HYBRID_PUB","2","2034",1E-6
"ATX","HYBRID_PUB","2","2035",1E-6
"ATX","HYBRID_PUB","2","2036",1E-6
"ATX","HYBRID_PUB","2","2037",1E-6
"ATX","HYBRID_PUB","2","2038",1E-6
"ATX","HYBRID_PUB","2","2039",1E-6
"ATX","HYBRID_PUB","2","2040",1E-6
"ATX","HYBRID_PUB","2","2041",1E-6
"ATX","HYBRID_PUB","2","2042",1E-6
"ATX","HYBRID_PUB","2","2043",1E-6
"ATX","HYBRID_PUB","2","2044",1E-6
"ATX","HYBRID_PUB","2","2045",1E-6
"ATX","HYBRID_PUB","2","2046",1E-6
"ATX","HYBRID_PUB","2","2047",1E-6
"ATX","HYBRID_PUB","2","2048",1E-6
"ATX","HYBRID_PUB","2","2049",1E-6
"ATX","HYBRID_PUB","2","2050",1E-6
"ATX","BIO_DSL_PUB","1","2015",0.2875
"ATX","BIO_DSL_PUB","1","2016",0.2875
"ATX","BIO_DSL_PUB","1","2017",0.2875
"ATX","BIO_DSL_PUB","1","2018",0.2875
"ATX","BIO_DSL_PUB","1","2019",0.2875
"ATX","BIO_DSL_PUB","1","2020",0.2875
"ATX","BIO_DSL_PUB","1","2021",0.2875
"ATX","BIO_DSL_PUB","1","2022",0.2875
"ATX","BIO_DSL_PUB","1","2023",0.2875
"ATX","BIO_DSL_PUB","1","2024",0.2875
"ATX","BIO_DSL_PUB","1","2025",0.2875
"ATX","BIO_DSL_PUB","1","2026",0.2875
"ATX","BIO_DSL_PUB","1","2027",0.2875
"ATX","BIO_DSL_PUB","1","2028",0.2875
"ATX","BIO_DSL_PUB","1","2029",0.2875
"ATX","BIO_DSL_PUB","1","2030",0.2875
"ATX","BIO_DSL_PUB","1","2031",0.2875
"ATX","BIO_DSL_PUB","1","2032",0.2875
"ATX","BIO_DSL_PUB","1","2033",0.2875
"ATX","BIO_DSL_PUB","1","2034",0.2875
"ATX","BIO_DSL_PUB","1","2035",0.2875
"ATX","BIO_DSL_PUB","1","2036",0.2875
"ATX","BIO_DSL_PUB","1","2037",0.2875
"ATX","BIO_DSL_PUB","1","2038",0.2875
"ATX","BIO_DSL_PUB","1","2039",0.2875
"ATX","BIO_DSL_PUB","1","2040",0.2875
"ATX","BIO_DSL_PUB","1","2041",0.2875
"ATX","BIO_DSL_PUB","1","2042",0.2875
"ATX","BIO_DSL_PUB","1","2043",0.2875
"ATX","BIO_DSL_PUB","1","2044",0.2875
"ATX","BIO_DSL_PUB","1","2045",0.2875
"ATX","BIO_DSL_PUB","1","2046",0.2875
"ATX","BIO_DSL_PUB","1","2047",0.2875
"ATX","BIO_DSL_PUB","1","2048",0.2875
"ATX","BIO_DSL_PUB","1","2049",0.2875
"ATX","BIO_DSL_PUB","1","2050",0.2875
"ATX","BIO_DSL_PUB","2","2015",1E-6
"ATX","BIO_DSL_PUB","2","2016",1E-6
"ATX","BIO_DSL_PUB","2","2017",1E-6
"ATX","BIO_DSL_PUB","2","2018",1E-6
"ATX","BIO_DSL_PUB","2","2019",1E-6
"ATX","BIO_DSL_PUB","2","2020",1E-6
"ATX","BIO_DSL_PUB","2","2021",1E-6
"ATX","BIO_DSL_PUB","2","2022",1E-6
"ATX","BIO_DSL_PUB","2","2023",1E-6
"ATX","BIO_DSL_PUB","2","2024",1E-6
"ATX","BIO_DSL_PUB","2","2025",1E-6
"ATX","BIO_DSL_PUB","2","2026",1E-6
"ATX","BIO_DSL_PUB","2","2027",1E-6
"ATX","BIO_DSL_PUB","2","2028",1E-6
"ATX","BIO_DSL_PUB","2","2029",1E-6
"ATX","BIO_DSL_PUB","2","2030",1E-6
"ATX","BIO_DSL_PUB","2","2031",1E-6
"ATX","BIO_DSL_PUB","2","2032",1E-6
"ATX","BIO_DSL_PUB","2","2033",1E-6
"ATX","BIO_DSL_PUB","2","2034",1E-6
"ATX","BIO_DSL_PUB","2","2035",1E-6
"ATX","BIO_DSL_PUB","2","2036",1E-6
"ATX","BIO_DSL_PUB","2","2037",1E-6
"ATX","BIO_DSL_PUB","2","2038",1E-6
"ATX","BIO_DSL_PUB","2","2039",1E-6
"ATX","BIO_DSL_PUB","2","2040",1E-6
"ATX","BIO_DSL_PUB","2","2041",1E-6
"ATX","BIO_DSL_PUB","2","2042",1E-6
"ATX","BIO_DSL_PUB","2","2043",1E-6
"ATX","BIO_DSL_PUB","2","2044",1E-6
"ATX","BIO_DSL_PUB","2","2045",1E-6
"ATX","BIO_DSL_PUB","2","2046",1E-6
"ATX","BIO_DSL_PUB","2","2047",1E-6
"ATX","BIO_DSL_PUB","2","2048",1E-6
"ATX","BIO_DSL_PUB","2","2049",1E-6
"ATX","BIO_DSL_PUB","2","2050",1E-6
"ATX","ELCTROL","1","2015",2
"ATX","ELCTROL","1","2016",2
"ATX","ELCTROL","1","2017",2
"ATX","ELCTROL","1","2018",2
"ATX","ELCTROL","1","2019",2
"ATX","ELCTROL","1","2020",2
"ATX","ELCTROL","1","2021",2
"ATX","ELCTROL","1","2022",2
"ATX","ELCTROL","1","2023",2
"ATX","ELCTROL","1","2024",2
"ATX","ELCTROL","1","2025",2
"ATX","ELCTROL","1","2026",2
"ATX","ELCTROL","1","2027",2
"ATX","ELCTROL","1","2028",2
"ATX","ELCTROL","1","2029",2
"ATX","ELCTROL","1","2030",2
"ATX","ELCTROL","1","2031",2
"ATX","ELCTROL","1","2032",2
"ATX","ELCTROL","1","2033",2
"ATX","ELCTROL","1","2034",2
"ATX","ELCTROL","1","2035",2
"ATX","ELCTROL","1","2036",2
"ATX","ELCTROL","1","2037",2
"ATX","ELCTROL","1","2038",2
"ATX","ELCTROL","1","2039",2
"ATX","ELCTROL","1","2040",2
"ATX","ELCTROL","1","2041",2
"ATX","ELCTROL","1","2042",2
"ATX","ELCTROL","1","2043",2
"ATX","ELCTROL","1","2044",2
"ATX","ELCTROL","1","2045",2
"ATX","ELCTROL","1","2046",2
"ATX","ELCTROL","1","2047",2
"ATX","ELCTROL","1","2048",2
"ATX","ELCTROL","1","2049",2
"ATX","ELCTROL","1","2050",2
"ATX","ELCTROL","2","2015",1E-6
"ATX","ELCTROL","2","2016",1E-6
"ATX","ELCTROL","2","2017",1E-6
"ATX","ELCTROL","2","2018",1E-6
"ATX","ELCTROL","2","2019",1E-6
"ATX","ELCTROL","2","2020",1E-6
"ATX","ELCTROL","2","2021",1E-6
"ATX","ELCTROL","2","2022",1E-6
"ATX","ELCTROL","2","2023",1E-6
"ATX","ELCTROL","2","2024",1E-6
"ATX","ELCTROL","2","2025",1E-6
"ATX","ELCTROL","2","2026",1E-6
"ATX","ELCTROL","2","2027",1E-6
"ATX","ELCTROL","2","2028",1E-6
"ATX","ELCTROL","2","2029",1E-6
"ATX","ELCTROL","2","2030",1E-6
"ATX","ELCTROL","2","2031",1E-6
"ATX","ELCTROL","2","2032",1E-6
"ATX","ELCTROL","2","2033",1E-6
"ATX","ELCTROL","2","2034",1E-6
"ATX","ELCTROL","2","2035",1E-6
"ATX","ELCTROL","2","2036",1E-6
"ATX","ELCTROL","2","2037",1E-6
"ATX","ELCTROL","2","2038",1E-6
"ATX","ELCTROL","2","2039",1E-6
"ATX","ELCTROL","2","2040",1E-6
"ATX","ELCTROL","2","2041",1E-6
"ATX","ELCTROL","2","2042",1E-6
"ATX","ELCTROL","2","2043",1E-6
"ATX","ELCTROL","2","2044",1E-6
"ATX","ELCTROL","2","2045",1E-6
"ATX","ELCTROL","2","2046",1E-6
"ATX","ELCTROL","2","2047",1E-6
"ATX","ELCTROL","2","2048",1E-6
"ATX","ELCTROL","2","2049",1E-6
"ATX","ELCTROL","2","2050",1E-6
"ATX","GASREF","1","2015",2
"ATX","GASREF","1","2016",2
"ATX","GASREF","1","2017",2
"ATX","GASREF","1","2018",2
"ATX","GASREF","1","2019",2
"ATX","GASREF","1","2020",2
"ATX","GASREF","1","2021",2
"ATX","GASREF","1","2022",2
"ATX","GASREF","1","2023",2
"ATX","GASREF","1","2024",2
"ATX","GASREF","1","2025",2
"ATX","GASREF","1","2026",2
"ATX","GASREF","1","2027",2
"ATX","GASREF","1","2028",2
"ATX","GASREF","1","2029",2
"ATX","GASREF","1","2030",2
"ATX","GASREF","1","2031",2
"ATX","GASREF","1","2032",2
"ATX","GASREF","1","2033",2
"ATX","GASREF","1","2034",2
"ATX","GASREF","1","2035",2
"ATX","GASREF","1","2036",2
"ATX","GASREF","1","2037",2
"ATX","GASREF","1","2038",2
"ATX","GASREF","1","2039",2
"ATX","GASREF","1","2040",2
"ATX","GASREF","1","2041",2
"ATX","GASREF","1","2042",2
"ATX","GASREF","1","2043",2
"ATX","GASREF","1","2044",2
"ATX","GASREF","1","2045",2
"ATX","GASREF","1","2046",2
"ATX","GASREF","1","2047",2
"ATX","GASREF","1","2048",2
"ATX","GASREF","1","2049",2
"ATX","GASREF","1","2050",2
"ATX","GASREF","2","2015",1E-6
"ATX","GASREF","2","2016",1E-6
"ATX","GASREF","2","2017",1E-6
"ATX","GASREF","2","2018",1E-6
"ATX","GASREF","2","2019",1E-6
"ATX","GASREF","2","2020",1E-6
"ATX","GASREF","2","2021",1E-6
"ATX","GASREF","2","2022",1E-6
"ATX","GASREF","2","2023",1E-6
"ATX","GASREF","2","2024",1E-6
"ATX","GASREF","2","2025",1E-6
"ATX","GASREF","2","2026",1E-6
"ATX","GASREF","2","2027",1E-6
"ATX","GASREF","2","2028",1E-6
"ATX","GASREF","2","2029",1E-6
"ATX","GASREF","2","2030",1E-6
"ATX","GASREF","2","2031",1E-6
"ATX","GASREF","2","2032",1E-6
"ATX","GASREF","2","2033",1E-6
"ATX","GASREF","2","2034",1E-6
"ATX","GASREF","2","2035",1E-6
"ATX","GASREF","2","2036",1E-6
"ATX","GASREF","2","2037",1E-6
"ATX","GASREF","2","2038",1E-6
"ATX","GASREF","2","2039",1E-6
"ATX","GASREF","2","2040",1E-6
"ATX","GASREF","2","2041",1E-6
"ATX","GASREF","2","2042",1E-6
"ATX","GASREF","2","2043",1E-6
"ATX","GASREF","2","2044",1E-6
"ATX","GASREF","2","2045",1E-6
"ATX","GASREF","2","2046",1E-6
"ATX","GASREF","2","2047",1E-6
"ATX","GASREF","2","2048",1E-6
"ATX","GASREF","2","2049",1E-6
"ATX","GASREF","2","2050",1E-6
"ATX","BIOGAS","1","2015",2
"ATX","BIOGAS","1","2016",2
"ATX","BIOGAS","1","2017",2
"ATX","BIOGAS","1","2018",2
"ATX","BIOGAS","1","2019",2
"ATX","BIOGAS","1","2020",2
"ATX","BIOGAS","1","2021",2
"ATX","BIOGAS","1","2022",2
"ATX","BIOGAS","1","2023",2
"ATX","BIOGAS","1","2024",2
"ATX","BIOGAS","1","2025",2
"ATX","BIOGAS","1","2026",2
"ATX","BIOGAS","1","2027",2
"ATX","BIOGAS","1","2028",2
"ATX","BIOGAS","1","2029",2
"ATX","BIOGAS","1","2030",2
"ATX","BIOGAS","1","2031",2
"ATX","BIOGAS","1","2032",2
"ATX","BIOGAS","1","2033",2
"ATX","BIOGAS","1","2034",2
"ATX","BIOGAS","1","2035",2
"ATX","BIOGAS","1","2036",2
"ATX","BIOGAS","1","2037",2
"ATX","BIOGAS","1","2038",2
"ATX","BIOGAS","1","2039",2
"ATX","BIOGAS","1","2040",2
"ATX","BIOGAS","1","2041",2
"ATX","BIOGAS","1","2042",2
"ATX","BIOGAS","1","2043",2
"ATX","BIOGAS","1","2044",2
"ATX","BIOGAS","1","2045",2
"ATX","BIOGAS","1","2046",2
"ATX","BIOGAS","1","2047",2
"ATX","BIOGAS","1","2048",2
"ATX","BIOGAS","1","2049",2
"ATX","BIOGAS","1","2050",2
"ATX","BIOGAS","2","2015",1E-6
"ATX","BIOGAS","2","2016",1E-6
"ATX","BIOGAS","2","2017",1E-6
"ATX","BIOGAS","2","2018",1E-6
"ATX","BIOGAS","2","2019",1E-6
"ATX","BIOGAS","2","2020",1E-6
"ATX","BIOGAS","2","2021",1E-6
"ATX","BIOGAS","2","2022",1E-6
"ATX","BIOGAS","2","2023",1E-6
"ATX","BIOGAS","2","2024",1E-6
"ATX","BIOGAS","2","2025",1E-6
"ATX","BIOGAS","2","2026",1E-6
"ATX","BIOGAS","2","2027",1E-6
"ATX","BIOGAS","2","2028",1E-6
"ATX","BIOGAS","2","2029",1E-6
"ATX","BIOGAS","2","2030",1E-6
"ATX","BIOGAS","2","2031",1E-6
"ATX","BIOGAS","2","2032",1E-6
"ATX","BIOGAS","2","2033",1E-6
"ATX","BIOGAS","2","2034",1E-6
"ATX","BIOGAS","2","2035",1E-6
"ATX","BIOGAS","2","2036",1E-6
"ATX","BIOGAS","2","2037",1E-6
"ATX","BIOGAS","2","2038",1E-6
"ATX","BIOGAS","2","2039",1E-6
"ATX","BIOGAS","2","2040",1E-6
"ATX","BIOGAS","2","2041",1E-6
"ATX","BIOGAS","2","2042",1E-6
"ATX","BIOGAS","2","2043",1E-6
"ATX","BIOGAS","2","2044",1E-6
"ATX","BIOGAS","2","2045",1E-6
"ATX","BIOGAS","2","2046",1E-6
"ATX","BIOGAS","2","2047",1E-6
"ATX","BIOGAS","2","2048",1E-6
"ATX","BIOGAS","2","2049",1E-6
"ATX","BIOGAS","2","2050",1E-6
"ATX","COALGAS","1","2015",2
"ATX","COALGAS","1","2016",2
"ATX","COALGAS","1","2017",2
"ATX","COALGAS","1","2018",2
"ATX","COALGAS","1","2019",2
"ATX","COALGAS","1","2020",2
"ATX","COALGAS","1","2021",2
"ATX","COALGAS","1","2022",2
"ATX","COALGAS","1","2023",2
"ATX","COALGAS","1","2024",2
"ATX","COALGAS","1","2025",2
"ATX","COALGAS","1","2026",2
"ATX","COALGAS","1","2027",2
"ATX","COALGAS","1","2028",2
"ATX","COALGAS","1","2029",2
"ATX","COALGAS","1","2030",2
"ATX","COALGAS","1","2031",2
"ATX","COALGAS","1","2032",2
"ATX","COALGAS","1","2033",2
"ATX","COALGAS","1","2034",2
"ATX","COALGAS","1","2035",2
"ATX","COALGAS","1","2036",2
"ATX","COALGAS","1","2037",2
"ATX","COALGAS","1","2038",2
"ATX","COALGAS","1","2039",2
"ATX","COALGAS","1","2040",2
"ATX","COALGAS","1","2041",2
"ATX","COALGAS","1","2042",2
"ATX","COALGAS","1","2043",2
"ATX","COALGAS","1","2044",2
"ATX","COALGAS","1","2045",2
"ATX","COALGAS","1","2046",2
"ATX","COALGAS","1","2047",2
"ATX","COALGAS","1","2048",2
"ATX","COALGAS","1","2049",2
"ATX","COALGAS","1","2050",2
"ATX","COALGAS","2","2015",1E-6
"ATX","COALGAS","2","2016",1E-6
"ATX","COALGAS","2","2017",1E-6
"ATX","COALGAS","2","2018",1E-6
"ATX","COALGAS","2","2019",1E-6
"ATX","COALGAS","2","2020",1E-6
"ATX","COALGAS","2","2021",1E-6
"ATX","COALGAS","2","2022",1E-6
"ATX","COALGAS","2","2023",1E-6
"ATX","COALGAS","2","2024",1E-6
"ATX","COALGAS","2","2025",1E-6
"ATX","COALGAS","2","2026",1E-6
"ATX","COALGAS","2","2027",1E-6
"ATX","COALGAS","2","2028",1E-6
"ATX","COALGAS","2","2029",1E-6
"ATX","COALGAS","2","2030",1E-6
"ATX","COALGAS","2","2031",1E-6
"ATX","COALGAS","2","2032",1E-6
"ATX","COALGAS","2","2033",1E-6
"ATX","COALGAS","2","2034",1E-6
"ATX","COALGAS","2","2035",1E-6
"ATX","COALGAS","2","2036",1E-6
"ATX","COALGAS","2","2037",1E-6
"ATX","COALGAS","2","2038",1E-6
"ATX","COALGAS","2","2039",1E-6
"ATX","COALGAS","2","2040",1E-6
"ATX","COALGAS","2","2041",1E-6
"ATX","COALGAS","2","2042",1E-6
"ATX","COALGAS","2","2043",1E-6
"ATX","COALGAS","2","2044",1E-6
"ATX","COALGAS","2","2045",1E-6
"ATX","COALGAS","2","2046",1E-6
"ATX","COALGAS","2","2047",1E-6
"ATX","COALGAS","2","2048",1E-6
"ATX","COALGAS","2","2049",1E-6
"ATX","COALGAS","2","2050",1E-6
